,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
23534,a0d28d3b79,"After being down for several hours, finally my site is back online. Silly DNS setting mistake",mistake,negative, silly dns setting mistake,0.25
23535,294ac30b99,Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,Ugh.,negative, sprained my ankle. ugh...do you see the sacrifices i make for you??,0.0
23540,f20a64408f,Wish I brought some warmer clothes. It`s chilly here.  only negative thing about the trip (& the no sun which is connected to chilliness),only negative thing about the trip,negative, negative,0.16666666666666666
23554,a3e4471cef,Working at hop city. Gotta miss baseball,Gotta miss baseball,negative, miss,0.3333333333333333
23555,62e611a13b," b/c 'we' ONLY have Baby Phat, Phat Farm, Applebottoms & FUBU!! And they come up pretty WEAK!! Double",WEAK!,negative, weak!!,0.0
23557,6899e9aa17,waaa the octo drive and i can`t go for it,waaa th,negative, i can`t go for it,0.0
23559,561eb7bb67, ****  real sorry to hear that ma,l sorry,negative, **** real sorry,0.25
23563,9f371406d6,I need to relocate to the west coast.. This weather here is killin me!!!,I need to relocate to the west coast.. This weather here is killin me!!,negative, killin me!!!,0.07142857142857142
23575,fa12c4c56a,is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM,sad,negative, is really sad,0.3333333333333333
23582,03296ed395,"Was a little slow to try this one, but Ben & Jerry`s Mission to Marzipan is a bit of a letdown.",is a bit of a letdown.,negative, letdown.,0.2
23596,9e4276516e,I have clocked out for possibly my last time at Northview Middle School.,clocked out fo,negative, last time,0.0
23648,c1904e8dbd,"___ okay, i`ll finally get to meet Dia! that`s her name, right? oh geez i`ll feel so stupid if it`s not.",oh geez i`ll feel so stupid,negative, stupid,0.16666666666666666
23658,6a2322cc3d," Kev, **** off! I`m stuck in Westgate working",", **** off! I`m stuck in",negative, **** off!,0.3333333333333333
23659,a5f237b5f3,Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want,WARNINGS.,negative, do not want,0.0
23680,cd5989172a, Sounds painful   Sorry you got hurt.. And may I ask how this happen?,Sorr,negative, sounds painful,0.0
23737,72b06ea9e2,thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!,still bad tho!,negative, bad,0.3333333333333333
23743,87e72c177a,i feel like **** right now and i have one more month of school left  FML HARD,i feel like **** right now and i have one more month of school left  FML HARD,negative, ****,0.0625
23746,b91963e312,  Know I`m not the only one.  Just harder on me.,st harde,negative, just harder on me.,0.0
23754,f336c52798,"Joining facebeek.  What a loser, I have no friends   Amy where are you?","loser,",negative," what a loser,",0.3333333333333333
23757,2694983882,****. I have lost the game more times today than any other day in history.  #lostthegame (Blame  ),lost,negative, ****.,0.0
23760,2293cf92cb,Just wrote lyrics to my new song exciting!I slept on a full stomach again it`s the worst feeling waking up and still feeling full  euggh,it`s the worst feeling waking up and still feeling full  euggh,negative, it`s the worst,0.3
23769,1920720fdf, you are just wrong!!! Now you`ve come to brag with a full belly??? Smh ...,you are just wrong!,negative, wrong!!!,0.0
23778,580b5a19f4,"Well, my aunts dog died. I understand how devastated she is. I`ll probably head over there soon for support","Well, my aunts dog died. I understand how devastated she is. I`ll probably head over there soon for support",negative, devastated,0.05263157894736842
23791,8a533f0857, are you feeling better? sorry you`re feeling under!,sorry you`re feeling under!,negative, sorry,0.25
23802,8cabb0ce39,"Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place","Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place",negative, late...,0.05
23817,86db8cc373,I am so hungry! And there is no food for me to steal,no food,negative, i am so hungry!,0.0
23819,db122f85bd,stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xD,they all left,negative, stoped broadcasting on blogtv coz they all left and was on my own and one one came any way,0.1875
23823,8bddc66769,I`m bored at work,I`m bored at work,negative, bored,0.25
23835,c370adb544, I could but won`t get here in time before my Vegas trip  So I`ll still look like a noob there~,a noob,negative, i`ll still look like a noob there~,0.2857142857142857
23839,39d72e4fc8, not impressed....! it might go away if you complain too much!  x,not impressed..,negative, not impressed....!,0.3333333333333333
23840,08905243a1,Why don`t any of my friends ever miss me  why do 40 year old pervs like me  why can`t I be a shape shifter ((((((((((((((((((,miss,negative, why don`t any of my friends ever miss me,0.1111111111111111
23842,c1885fae62, Yea...looks like it is...sorry abt nt gettin in touch..was hectic,.sorry abt nt gettin in touch..was hectic,negative,sorry,0.0
23845,d667ecff01,i have runny nose... i can`t breathe.. terrible feeling...,i have runny nose... i can`t breathe.. terrible feeling...,negative, terrible feeling...,0.25
23872,f515002af1,wtf at facebook spam saying that my DAD is my secret admirer,wtf at facebook spam,negative, wtf,0.25
23875,e5b9bbc577,i want to see my bud mel  miss hur loads,miss hur loads,negative, miss,0.3333333333333333
23880,3a72349e97,roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,i cant remember ever falling this hard..,negative, hard..,0.14285714285714285
23890,e9f9565ec3,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",died at once.,negative, died,0.3333333333333333
23897,3db7c2c604,Is there a way to block followers?  I have no idea who you are. .  Sorry..,Sorry,negative, . sorry..,0.0
23902,13611b97ae,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",i HATE when i see pregnant women smokinggg!!!!,negative, i hate,0.2857142857142857
23910,bfe2aef006,leaving now  dont miss me too much tweetbeaks <3,leaving now  dont miss me too much tweetbeaks <3,negative, dont miss,0.2222222222222222
23915,3d17c4811f,Sorry was that mean,Sorry,negative, sorry was that mean,0.25
23924,ef6552e483, I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!,d stinks,negative, stinks!,0.0
23946,27d5b9785b," always come up when we have the money least, it`s the rotten law of averages",it`s the rotten law of averages,negative, rotten,0.16666666666666666
23947,6417d4f073, don`t make me smite you! and yeah  yeah it really does. No cuties for me,. No cuties for me,negative, don`t make me smite you! and yeah  yeah it really does. No cuties for me,0.2857142857142857
23959,ba9f75c8be,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,can you say emotional? im really gonna miss mh,negative, miss,0.1111111111111111
23970,5759558ce2,**** back home in tallcree (rez)  now i cant see my boyfriend,****,negative, **** back home in tallcree (rez) now i cant see my boyfriend,0.08333333333333333
23974,10412b6712, i heard it is not illegal unless you are caught,i heard it is not illegal unless you are caught,negative, illegal,0.1
23975,2225e0fa43,"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",`m so sa,negative, sad.,0.0
23983,fe9add80f6,**** i hate when the strawberries run out in my special K,**** i hate when the strawberries run out in my special K,negative, **** i hate,0.25
23990,d5bede7874,"aww i can`t believe that wee girl on bgt was crying, it was so sad","bgt was crying, it was so sad",negative, sad,0.16666666666666666
23996,ed50142b2e," Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",poor other people,negative, poorest,0.0
24000,e96b7ece65,So I just failed my second year of med school. I don`t know what to do or say.,I just failed my second year of med school.,negative, failed,0.1111111111111111
24006,957b47f07c, Izzy!!! So sorry to hear that - what a disaster,So sorry to hear that - what a disaster,negative, sorry,0.1111111111111111
24008,d7da93248c,The computers and the Ethernet at school are so slow!,are so slow!,negative, slow!,0.3333333333333333
24029,d46c824953, she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,negative, unfortunately,0.05263157894736842
24034,505b9964bd,I forgot to charge my cell last night and now it`s dead,forgot,negative, dead,0.0
24037,1186db9526, I know  It **** sucks. anyway you can get a fake id or something?,I know  It **** sucks. anyway you can get a fake id or something?,negative, sucks.,0.07142857142857142
24039,5893e2e4fe, shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,? i dontlike the fact,negative, shut up fool ....where you been at??? i dontlike,0.16666666666666666
24041,e9f4bb31d6, no...i`m just tired..,..i`m just tired..,negative, tired..,0.3333333333333333
24044,f9f99c41a6,Ugh talk to me someone  I`m really bored.,bored.,negative, i`m really bored.,0.3333333333333333
24062,49cd042b83,Iï¿½m really desappointed...,really desappointed..,negative, desappointed...,0.0
24070,d45ebf1828,Out for an evening on the town with jeremy. Sad Carrie can`t come,Sad Carrie can`t come,negative, sad,0.25
24074,7ee04efd76,left the inn  now im at school. dang its straight up dead here!! [<3Hannah],dead,negative, dang its straight up dead here!!,0.16666666666666666
24077,699ccfe91f,trying to finish my ****-ignment.please god help me to finish it,****-i,negative, ****-ignment.,0.0
24080,25e1b56bb2,"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",sick,negative, tired of being sick,0.25
24086,0766c46c10,Drew`s new songs make me cry.  I miss Thomas already!,Drew`s new songs make me cry.  I miss Thomas already!,negative, cry.,0.1
24087,37da7f15ca,****... It`s 2am and I`m wide awake,****..,negative, ****...,0.0
24101,c245cc91cb, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,negative, i cant belive,0.15789473684210525
24119,2abfdd61fe,(sigh) guess we`re not gonna meet up today.,sigh),negative, not gonna meet up today.,0.0
24121,2b4223134d,"  #wci hashtag simply isn`t dying out anytime soon, is it.",t dying out anytime soon,negative, simply isn`t dying,0.14285714285714285
24130,83388c9647, I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,negative, i`m afraid,0.1111111111111111
24137,08005e1d8a,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,that really hurt!!!,negative, hurt!!!,0.3333333333333333
24141,fa39631289,If my phone dies I will die too!,If my phone dies I will die too!,negative, dies,0.125
24150,7007795ec9, I know!!  effing embarrassing! Eff our lives,g embarrassing,negative, embarrassing!,0.0
24171,2f7b7d2f34," Ouch! Sunburn`s bad! Hope it`s not to sore on your bedding, that`s always the problem.",problem.,negative, ouch! sunburn`s bad!,0.0
24172,f236be785a,sad day... told my students this is my last year here... a lot of crying since..,crying,negative, sad,0.0
24194,7050619721,_Star95 oh so you know how I feel then  **** representative for bank of america tried to make it sound like I did it. What a b ...,a tried to make it sound,negative, ****,0.0
24197,9e44318306,"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.","I missed you yesterday, Lacey.    We get to go to granulation tonight, though",negative, missed,0.08333333333333333
24200,654d710fce,  i got too do course work   i hate it it is hard this one,i ha,negative, i hate it it is hard this one,0.125
24208,2a2f4acdcb, awww  omg garbo fake playing during one of the songs!!! haha,omg garbo fake playing during one of the songs,negative, fake,0.1111111111111111
