,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
21758,736d32d6d5,I`m so proud of Dr. House for detoxing.  His Amber hallucination is evil!!,proud,positive, i`m so proud,0.3333333333333333
21760,dd25e39cf5,listening to the best days of your life by kellie pickler,listening to the best days of your life,positive, best,0.125
21767,7bfb2d66df,Prom was awesome.,Prom was awesome.,positive, awesome.,0.3333333333333333
21772,3f84727a14,_WOCKEEZ I wanna go! But I won`t be there  I`m sure that the show will be great!!,I`m sure that the show will be great!!,positive, great!!,0.125
21777,0ff5b2b371, The bag looks stylish. Congrats!,Congrats!,positive, stylish.,0.0
21782,fb63ff9083, so I`ve organised a day of indulgence & luxury for her. A pamper day  fingers crossed she likes the surprise..,e likes the surprise..,positive, a pamper day fingers crossed she likes the surprise..,0.3
21794,61246b4a53,I`m emailing my best friend Deanna with my yahoo account. Emailing is FUN.  <3,FUN.,positive, emailing is fun.,0.3333333333333333
21800,da35fed5bc,  Great!  I was hoping to run under 40mins and ended up doing 39:07  Woo hoo!  Gotta love the C25k,07  Woo hoo!  Gotta,positive, great!,0.0
21834,bc3838e4c3," hope you have a great weekend Em, say hi to the fam for me",a great weekend,positive, great,0.3333333333333333
21836,58776959d7,The apple keyboard is really cool. i want one. they used it in doctor who,The apple keyboard is really cool.,positive, cool.,0.16666666666666666
21837,ef6db807dd,Happy Mother`s day to all the mom`s out there in twitter-land!,Happy Mother`s day,positive, happy,0.3333333333333333
21839,a4b68179df, Thxx!! I was in the bathroom when you said it..,Thxx!,positive, thxx!!,0.0
21841,fe989dbc5e,bbq was great... just relaxing around the house!  dont wanna leave my city but have to tomorrow... got to clean the house when i get back,bbq was great... just relaxing around the house!,positive, great...,0.125
21842,4927e14064, Smile. Everything worked out.,Smile. Everything worked out.,positive, smile.,0.25
21853,c554ea2a90," under a week delivery to OZ, awesome product, awesome prices. The parcel today made my day","awesome product, awesome prices.",positive, awesome,0.3333333333333333
21855,cbb5ab8e25, Happy Mother`s Day! Hope you have an awesome time with the Bug,Happy Mother`s Day!,positive, happy,0.3333333333333333
21877,dc55516c32, I ake it you`re at work then and not lazing at home on a sunny bank holiday.,I ake it you`re at work then and not lazing at home on a sunny bank holiday.,positive, i ake,0.125
21882,2d8be944d5,okay im happy again  i watched the second episode of jonas on youtube. i think tomorrow my family is going to olive garden for mothers day,im happy again,positive, happy,0.3333333333333333
21883,257b022af1, loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,positive, loved,0.125
21890,29029a4613,happy mothers day!!,happy mothers day!!,positive, happy,0.3333333333333333
21898,a24238316f, Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.,Enjoy your scifi show.,positive, enjoy,0.25
21915,cfa97e4a0d,"  Blushing, blushing & once again blushing!",Blushing,positive," blushing, blushing & once again blushing!",0.16666666666666666
21920,948c2d3874,"In other news: i like this band, 'Lydia', and its easy-going melancholy-yet-cheery songs. It`s good listening",like,positive, good listening,0.0
21921,93210f6f4f, he totally got you! ;) i think it`s awesome.,awesome.,positive, i think it`s awesome.,0.25
21931,130945d03c, SO DO I!!   My jet is in the repair shop...lol,op...lo,positive, so do i!! my jet is in the repair shop...lol,0.0
21941,4e3751e8d6,Happy Mother`s Day to all the Mom`s out there I happen to have the greatest Mom in the world  I love my Mom she`s my best friend,Happy Mother`s Day,positive, happy,0.3333333333333333
21954,e602c60f0e,_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by . Kudos.,Loved it! You continue to delight us Amber.,positive, loved,0.125
21960,b715f53f42, thank for Thinking of us and caring,thank,positive, thank for thinking of us and caring,0.14285714285714285
21962,16e04e49ca,has found a free wifi point ... and it`s sunny,has found a free wifi point ... and it`s sunny,positive, sunny,0.1
21970,09227d0ba4, Yoko Ono - Ben Lee  - ? http://lala.com/zAd It`s easy.,s easy,positive, easy.,0.0
21974,f7d240a518,doing Accounting homework  Just nicely got a 50p for the project <3,Just nicely got a 50p for the project <3,positive, nicely,0.1111111111111111
21983,4c279acff6," why? i enjoy fancy meals on my own smtimes, thr`s joy in solitude, u can REALLY enjoy the food & it`s lk a date with the world",joy,positive, enjoy,0.0
22003,b828402097," Yep. I hope my lame attempt with the spaces helped me to hinder them, lol. I know tomorrow I guess.",helped,positive, i hope,0.0
22018,0bad869e1c,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! <3 ... life.lOve.stress &&. set backs <3 gnite,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! <3 ... life.lOve.stress &&. set backs <3 gnite,positive, fun.,0.05
22029,af99e996db,_north27 http://twitpic.com/4jcjr - Mmm yummy... looks like an invitation to me,yummy..,positive, mmm yummy...,0.0
22031,7484e0c885, iknowww! Not many people know about it tho. So I like to keep it my little secret,. So I like to keep it my little secret,positive, like,0.1
22035,1122a28c9f,"me and my friends are just sitting here and searching for pictures on google   haha, my friend found pictures of her father! haha",! haha,positive," haha,",0.0
22038,fab6b38a62,"Working, Listening to music,Testing out a new singer/guitarist tonight, let`s hope for the best",hope,positive, hope for the best,0.25
22041,0aa1791075,http://twitpic.com/4wf3a - the definition of true beauty,the definition of true beauty,positive, beauty,0.2
22044,a463952ca8,", OR write a CMS that uses git for versioning  check out rails-git.  I`d be interested in working on something like that.",e interested,positive, i`d be interested,0.25
22065,e8dae9a639,Time to get purrtty. *wink*,Time to get purrtty. *wink*,positive, purrtty.,0.2
22068,dca6000c38," great!!  i`ve gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",great!,positive, great!!,0.0
22069,ffac07a79d,"LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",liking,positive, thank goodness,0.0
22074,24f121e566, happy mothers day to you as well!,happy mothers day,positive, happy,0.3333333333333333
22077,37093c7da9, http://twitpic.com/24mer - i like Mr Piggls I mean Pickles!!,- i like Mr Piggls I mean Pickles!!,positive, i like,0.2857142857142857
22079,036fc64d65, dont worry im not!!! i dont get it on my tv,dont worry im not!!! i dont get it on my tv,positive, dont worry,0.2
22080,332d904b14,"Hey Girlie, How are you doing?  ","Hey Girlie, How are you doing?",positive," hey girlie,",0.3333333333333333
22083,de2ae9b43e," Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio& Thors WONDERFUR mama!!  *kittykisses*","Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio& Thors WONDERFUR mama!!  *kittykisses*",positive, happy mothers day!,0.1111111111111111
22086,e5871162f6,Ah! Just remembered some (hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,(hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,positive,hopefully good),0.058823529411764705
22087,64adbd5b1f,OMG!!! am luat examenul la SPSS! Me so happy!,happy!,positive, me so happy!,0.3333333333333333
22089,db96a9611e,"Made my first Skype to landline call.  Good call quality, quite impressed",Good,positive," good call quality, quite impressed",0.2
22108,48dbad2547,i feel really blessed to have super awesome best friends,blessed,positive, i feel really blessed,0.25
22112,49e335ef7b, hey there? hope you`re all right. Just watching F1 Warm Up for GP Spain!,hope you`re all right.,positive, hope,0.25
22117,079da73fd1,another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.,.good,positive, another fun,0.0
22121,c8ecb947ba,is feeling waaay too cruisey and relaxed for a Monday evening...  oh wait..  that`s just wine before dinner...,is feeling waaay too cruisey and relaxed fo,positive, relaxed,0.125
22124,0e2fd3d975, indeed! we are trying to get it in the Trending topics for the fun of it  all Some Twilighters idea!,Trending topics for the fun,positive, fun,0.2
22133,c0f32df87e,_O Awesome! My family owns it...The Flowers.. and we love having your kids there! They seem to have lots of fun!!,we love,positive, awesome! my family owns it...the flowers.. and we love,0.2222222222222222
22146,58459103a5, may I please have a couple promo codes to your EA apps? Thanks so much!,? Thanks,positive, thanks so much!,0.25
22154,0d21340b4d,I need words of inspiration  where`s  and  when you need them??,I need words of inspiration,positive, inspiration,0.2
22156,c9d84326b4,_x3 you are too sweet girl!! My food was soooo good,too sweet,positive, good,0.0
22161,f10e631e2d,mmm much better day... so far! it`s still quite early. last day of #uds,much better day..,positive, better,0.3333333333333333
22166,5eb0ddc2c8, Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!,ol..I think it somehow help,positive, bummer i know lol i actually do more partying when i am in school then out of school..i think it somehow helps,0.13636363636363635
22170,133e78e31d, Agfest? it was pretty awesome.. loads of people were there lol,pretty awesome.,positive, it was pretty awesome..,0.2
22177,7b474abf9e," Hehe you`re right, I`m not daft  May is a good month to be on a French contract!",d month,positive, good,0.0
22188,d24dcf85c7, omg! shannon Happy Birthday!!!! I`m celebrating for you!,shannon Happy Birthday!!!!,positive, happy,0.3333333333333333
22193,8b7685f770,"Watching Twilight again  !!! <3 I`m watching the Audio Commentary, it`s sooo funny ;)","<3 I`m watching the Audio Commentary, it`s sooo funny",positive, funny,0.1111111111111111
22200,c27eef207f, i`m still crossing my fingers for a fun group,for a fun group,positive, fun,0.25
22205,162be2269a,Also...     #travel #backpacking hope you enjoy our pics & videos,you enj,positive, hope you enjoy,0.25
22207,103fba28ae,Happy mothers day to all of you amazing moms!! Hope you have a wonderful day with your loved ones. You deserve it!!  You do a great job!,loved,positive, happy,0.0
22209,71f857cd72,"ending my evening on the best note.  i will love you forever, tweets.",love,positive, best,0.0
22210,7096e797f5,  16 too   crazy about miley and JB and in love with Nick Jonas haha,in lo,positive, in love,0.3333333333333333
22221,b33e103327, you are a good child.,you are a good child.,positive, good,0.2
22222,339ef3748a,"Chillin with my Family. We are getting tacos from Ochoa`s, they have the best food in all Washington county",Chillin,positive, best,0.0
22232,a914a3c939,"o, and happy mothers day",happy mothers day,positive, happy,0.3333333333333333
22233,597d9a788e, I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!,g I love it!,positive, love,0.25
22239,88e5d5ec99, that is really brilliant!,that is really brilliant!,positive, brilliant!,0.25
22245,1bdf2da50b, that is comedy  good luck my friend!,good,positive, good luck my friend!,0.25
22251,7278b952c3," I think that`s pretty awesome. I could quote LOTR:ROTK for one summer, but now I can`t anymore.",s pretty awesome.,positive," i think that`s pretty awesome. i could quote lotr:rotk for one summer, but now i can`t anymore.",0.125
22259,aca0127b54, ...i had a yay moment today  YAY hope you did too!,YAY,positive, yay moment today yay hope,0.25
22260,dbb8b556b5,So so happy to be with  - she even makes doing laundry wonderful,So so happy to be with  - she even makes doing laundry wonderful,positive, happy,0.08333333333333333
22266,5acddcdf96,shes so cute when shes sleepy,shes so cute when shes sleepy,positive, cute,0.2
22276,44118d01e8,"World`s Happiest Places ...   Denmark, Finland and the Netherlands",World`s Happiest Places,positive, happiest,0.3333333333333333
22277,e7567d973d, finally -- someone recognizes my genius,genius,positive, finally -- someone recognizes my genius,0.16666666666666666
22280,d635eff196,  i just saw your performance on the ellen show. we`re so behind in australia  you were AMAZING and have such a wonderful voice!,ere AMAZIN,positive, amazing,0.0
